VirusTaxID,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusNCBIResolved,ICTVRatified
903600,kenya bat coronavirus btky62,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903601,kenya bat coronavirus btky63,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903602,kenya bat coronavirus btky64,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903603,kenya bat coronavirus btky65,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903604,kenya bat coronavirus btky66,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903605,kenya bat coronavirus btky67,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903606,kenya bat coronavirus btky68,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903607,kenya bat coronavirus btky69,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903608,kenya bat coronavirus btky70,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903609,kenya bat coronavirus btky71,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903610,kenya bat coronavirus btky72,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903611,kenya bat coronavirus btky73,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903612,kenya bat coronavirus btky74,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903613,kenya bat coronavirus btky75,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903614,kenya bat coronavirus btky76,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903615,kenya bat coronavirus btky77,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903616,kenya bat coronavirus btky78,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903617,kenya bat coronavirus btky79,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903618,kenya bat coronavirus btky80,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903619,kenya bat coronavirus btky81,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903620,kenya bat coronavirus btky82,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903621,kenya bat coronavirus btky83,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903622,kenya bat coronavirus btky84,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903623,kenya bat coronavirus btky85,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903624,kenya bat coronavirus btky86,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903625,kenya bat coronavirus btky87,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903626,kenya bat coronavirus btky88,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903627,kenya bat coronavirus btky89,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903628,kenya bat coronavirus btky90,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903629,kenya bat coronavirus btky91,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903630,kenya bat coronavirus btky92,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903631,kenya bat coronavirus btky93,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903632,kenya bat coronavirus btky94,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903633,kenya bat coronavirus btky95,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903634,kenya bat coronavirus btky96,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903635,kenya bat coronavirus btky97,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903636,kenya bat coronavirus btky98,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
903637,kenya bat coronavirus btky99,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
2042604,kenya bat coronavirus/btky56/btky55,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
2042643,kenya bat coronavirus/ky33/2006,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
1881087,kerivoula titania coronavirus,NA,coronaviridae,nidovirales,pisoniviricetes,TRUE,FALSE
1978537,kern canyon ledantevirus,ledantevirus,rhabdoviridae,mononegavirales,monjiviricetes,TRUE,TRUE
1964371,kestrel picornavirus,NA,picornaviridae,picornavirales,pisoniviricetes,TRUE,FALSE
2707227,ketchum virus,NA,NA,NA,NA,TRUE,FALSE
1980525,keterah orthonairovirus,orthonairovirus,nairoviridae,bunyavirales,ellioviricetes,TRUE,TRUE
1978538,keuraliba ledantevirus,ledantevirus,rhabdoviridae,mononegavirales,monjiviricetes,TRUE,TRUE
2560538,keystone orthobunyavirus,orthobunyavirus,peribunyaviridae,bunyavirales,ellioviricetes,TRUE,TRUE
2707228,khabarov virus,NA,NA,NA,NA,TRUE,FALSE
1980475,khabarovsk orthohantavirus,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,TRUE,TRUE
237716,khujand lyssavirus,lyssavirus,rhabdoviridae,mononegavirales,monjiviricetes,TRUE,TRUE
1471047,khurdun virus,NA,peribunyaviridae,bunyavirales,ellioviricetes,TRUE,FALSE
2072643,kielder hantavirus,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,TRUE,FALSE
1201042,kilimanjaro virus,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,TRUE,FALSE
1972595,kimberley ephemerovirus,ephemerovirus,rhabdoviridae,mononegavirales,monjiviricetes,TRUE,TRUE
1911104,king virus,NA,iflaviridae,picornavirales,pisoniviricetes,TRUE,FALSE
