Host,HostTaxID,HostNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms
lophocebus aterrimus,NA,TRUE,lophocebus,cercopithecidae,primates,mammalia,Lophocebus aterrimus,"Cercolophocebus coelognathus, Cercocebus congicus, Cercocebus hamlyni, Semnocebus albigena rothschildi"
lophochroa leadbeateri,471713,TRUE,lophochroa,cacatuidae,psittaciformes,aves,Cacatua leadbeateri,"Cacatura leadbeateri, NA"
lophodytes cucullatus,279951,TRUE,lophodytes,anatidae,anseriformes,aves,Lophodytes cucullatus,"NA"
lophophorus impejanus,9040,TRUE,lophophorus,phasianidae,galliformes,aves,Lophophorus impejanus,"NA"
lophostoma brasiliense,409031,TRUE,lophostoma,phyllostomidae,chiroptera,mammalia,Lophostoma brasiliense,"NA"
lophostoma brasiliense,NA,TRUE,lophostoma,phyllostomidae,chiroptera,mammalia,Lophostoma brasiliense,Tonatia brasiliense
lophostoma silvicolum,NA,TRUE,lophostoma,phyllostomidae,chiroptera,mammalia,Lophostoma silvicolum,Tonatia silvicola
lophura erythrophthalma,140443,TRUE,lophura,phasianidae,galliformes,aves,Lophura erythrophthalma,"NA"
lophura leucomelanos,140445,TRUE,lophura,phasianidae,galliformes,aves,Lophura leucomelanos,"Lophura leucomelana, NA"
lophura nycthemera,9046,TRUE,lophura,phasianidae,galliformes,aves,Lophura nycthemera,"NA"
lophuromys aquilus,1162392,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys aquilus,"NA"
lophuromys dudui,2661599,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys dudui,"NA"
lophuromys flavopunctatus,51348,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys flavopunctatus,"NA"
lophuromys flavopunctatus,NA,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys flavopunctatus,"NA"
lophuromys laticeps,2082263,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys laticeps,"NA"
lophuromys machangui,2082264,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys machangui,"NA"
lophuromys nudicaudus,1116258,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys nudicaudus,"NA"
lophuromys sikapusi,83535,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys sikapusi,"NA"
lophuromys sikapusi,NA,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys sikapusi,Lasiomys afer
lophuromys stanleyi,2082267,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys stanleyi,"NA"
lorius chlorocercus,471714,TRUE,lorius,psittaculidae,psittaciformes,aves,Lorius chlorocercus,"NA"
lota lota,69944,TRUE,lota,lotidae,gadiformes,actinopteri,Lota lota,"NA"
lota lota,69944,TRUE,lota,lotidae,gadiformes,actinopterygii,Lota lota,"NA"
loxia curvirostra,64802,TRUE,loxia,fringillidae,passeriformes,aves,Loxia curvirostra,"NA"
loxioides bailleui,286692,TRUE,loxioides,fringillidae,passeriformes,aves,Loxioides bailleui,"NA"
loxodonta africana,9785,TRUE,loxodonta,elephantidae,proboscidea,mammalia,Loxodonta africana,"NA"
loxodonta africana,NA,TRUE,loxodonta,elephantidae,proboscidea,mammalia,Loxodonta africana,"NA"
loxodonta cyclotis,99490,TRUE,loxodonta,elephantidae,proboscidea,mammalia,Loxodonta cyclotis,"NA"
loxodontomys micropus,89122,TRUE,loxodontomys,cricetidae,rodentia,mammalia,"Auliscomys micropus, Loxodontomys micropus","NA"
loxodontomys micropus,NA,TRUE,loxodontomys,cricetidae,rodentia,mammalia,"Auliscomys micropus, Loxodontomys micropus","Auliscomys micropus, Euneomys micropus alsus, Phyllotis micropus fumipes"
luscinia luscinia,391696,TRUE,luscinia,turdidae,passeriformes,aves,Luscinia luscinia,"NA"
lutjanus argentimaculatus,211834,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopteri,Lutjanus argentimaculatus,"NA"
lutjanus argentimaculatus,211834,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopterygii,Lutjanus argentimaculatus,"NA"
lutjanus campechanus,40505,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopteri,Lutjanus campechanus,"NA"
lutjanus gibbus,396786,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopteri,Lutjanus gibbus,"NA"
lutjanus griseus,40503,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopteri,Lutjanus griseus,"NA"
lutjanus griseus,40503,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopterygii,Lutjanus griseus,"NA"
lutjanus johnii,273455,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopteri,Lutjanus johnii,"NA"
lutjanus johnii,273455,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopterygii,Lutjanus johnii,"NA"
lutjanus russellii,232193,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopteri,Lutjanus russellii,"NA"
lutjanus russellii,232193,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopterygii,Lutjanus russellii,Lutjanus russelli
lutjanus sanguineus,264213,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopteri,Lutjanus sanguineus,"NA"
lutjanus sanguineus,264213,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopterygii,Lutjanus sanguineus,"NA"
lutjanus stellatus,211833,TRUE,lutjanus,lutjanidae,lutjaniformes,actinopteri,Lutjanus stellatus,"NA"
lutra lutra,9657,TRUE,lutra,mustelidae,carnivora,mammalia,Lutra lutra,"NA"
lutra lutra,NA,TRUE,lutra,mustelidae,carnivora,mammalia,Lutra lutra,"NA"
lybius dubius,240734,TRUE,lybius,lybiidae,piciformes,aves,"Pogonornis dubius, Lybius dubius","NA"
lycalopex culpaeus,NA,TRUE,lycalopex,canidae,carnivora,mammalia,Lycalopex culpaeus,"Pseudalopex culpaeus, Canis culpaeus"
lycalopex fulvipes,354191,TRUE,lycalopex,canidae,carnivora,mammalia,Lycalopex fulvipes,"NA"
lycalopex griseus,68737,TRUE,lycalopex,canidae,carnivora,mammalia,Lycalopex griseus,"NA"
lycalopex gymnocercus,425201,TRUE,lycalopex,canidae,carnivora,mammalia,Lycalopex gymnocercus,"NA"
lycalopex gymnocercus,NA,TRUE,lycalopex,canidae,carnivora,mammalia,"Lycalopex gymnocercus, Lycalopex griseus, Pseudalopex gymnocercus","NA, Pseudalopex griseus, Pseudalopex gymnocercus, Lycalopex griseus, Procyon gymnocercus"
lycalopex vetulus,68734,TRUE,lycalopex,canidae,carnivora,mammalia,Lycalopex vetulus,"NA"
lycalopex vetulus,NA,TRUE,lycalopex,canidae,carnivora,mammalia,"Lycalopex vetulus, Pseudalopex vetulus","Pseudalopex vetulus, Canis vetulus"
lycaon pictus,9622,TRUE,lycaon,canidae,carnivora,mammalia,Lycaon pictus,"NA"
lycaon pictus,NA,TRUE,lycaon,canidae,carnivora,mammalia,Lycaon pictus,Hyaena picta
lycodon rufozonatus,74361,TRUE,lycodon,colubridae,squamata,lepidosauria,Lycodon rufozonatus,"NA"
lynx canadensis,61383,TRUE,lynx,felidae,carnivora,mammalia,Lynx canadensis,"NA"
lynx canadensis,1605429,TRUE,lynx,felidae,carnivora,mammalia,Lynx canadensis subsolanus,"NA"
lynx canadensis,NA,TRUE,lynx,felidae,carnivora,mammalia,Lynx canadensis,Felis lynx canadensis
lynx lynx,13125,TRUE,lynx,felidae,carnivora,mammalia,Lynx lynx,"NA"
lynx lynx,NA,TRUE,lynx,felidae,carnivora,mammalia,Lynx lynx,"NA"
lynx pardinus,191816,TRUE,lynx,felidae,carnivora,mammalia,Lynx pardinus,"NA"
lynx pardinus,NA,TRUE,lynx,felidae,carnivora,mammalia,Lynx pardinus,Felis pardina
lynx rufus,61384,TRUE,lynx,felidae,carnivora,mammalia,Lynx rufus,"NA"
lynx rufus,NA,TRUE,lynx,felidae,carnivora,mammalia,Lynx rufus,Felis rufus
lyroderma lyra,NA,TRUE,lyroderma,megadermatidae,chiroptera,mammalia,Megaderma lyra,"Megaderma lyra, NA"
lyrurus tetrix,1233216,TRUE,lyrurus,phasianidae,galliformes,aves,Lyrurus tetrix,"Tetrao tetrix, NA"
macaca arctoides,9540,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca arctoides,"NA"
macaca arctoides,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca arctoides,"Macacus brunneus, Macacus harmandi, Papio melanotus, Macacus rufescens, Macacus speciosus, Macacus ursinus, Macacus arctoides melli"
macaca assamensis,9551,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca assamensis,"NA"
macaca balantak,281404,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca balantak,"NA"
macaca balantak x tonkeana,281405,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca balantak x tonkeana,"NA"
macaca brunnescens,90381,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca brunnescens,"NA"
macaca cyclopis,78449,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca cyclopis,"NA"
macaca cyclopis,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca cyclopis,Macacus affinis
macaca fascicularis,9541,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,"NA"
macaca fascicularis,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,"NA"
macaca fuscata,9542,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fuscata,"NA"
macaca fuscata,9543,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fuscata fuscata,"NA"
macaca fuscata,179089,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fuscata yakui,"NA"
macaca fuscata,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fuscata,"NA"
macaca hecki,90382,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca hecki,"NA"
macaca leonina,90387,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca leonina,"NA"
macaca leucogenys,1885588,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca leucogenys,"NA"
macaca maura,90383,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca maura,"NA"
macaca maura,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca maura,"Simia cuvieri, Macacus fusco-ater, Macacus inornatus, Macacus fuscoater"
macaca mulatta,9544,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca mulatta,"NA"
macaca mulatta,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca mulatta,"Simia erythraea, Simia fulvus, Macacus lasiotus, Pithecus littoralis, Macaca nipalensis, Macaca oinops, Simia rhesus, Inuus sancti-johannis, Macaca siamica, Macacus tcheliensis, Macacus vestitus, Inuus sanctijohannis, Macacus rhesus villosus, Macaca mulatta mcmahoni"
macaca munzala,402888,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca munzala,"NA"
macaca nemestrina,9545,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca nemestrina,"NA"
macaca nemestrina,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca nemestrina,"Macacus brachyurus, Macaca broca, Simia carpolegus, Simia fusca, Macaca libidinosus, Simia longicruris, Pithecus maimon, Simia platypygos, Macaca nemestrina nucifera"
macaca nigra,54600,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca nigra,"NA"
macaca nigra,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca nigra,"Cynopithecus lembicus, Cynocephalus malayanus"
macaca nigrescens,90384,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca nigrescens,"NA"
macaca nigrescens,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca nigrescens,"NA"
macaca ochreata,90385,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca ochreata,"NA"
macaca ochreata,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca ochreata,"NA"
macaca pagensis,230653,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca pagensis,"NA"
macaca radiata,9548,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca radiata,"NA"
macaca radiata,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca radiata,"NA"
macaca silenus,54601,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca silenus,"NA"
macaca silenus,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca silenus,"Simia ferox, Cercopithecus vetulus, Simia silenus albibarbatus"
macaca sinica,9552,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca sinica,"NA"
macaca sinica,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca sinica,"NA"
macaca speciosa,9553,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca speciosa,"NA"
macaca sylvanus,9546,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca sylvanus,"NA"
macaca sylvanus,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca sylvanus,"Inuus ecaudatus, Simia inuus, Simia pithecus, Pithecus pygmaeus"
macaca thibetana,54602,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca thibetana,"NA"
macaca thibetana,NA,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca thibetana,"Macaca thibetana esau, Macaca thibetana guiahouensis, Macaca thibetana huangshanensis, Macaca thibetana thibetana"
macaca tonkeana,40843,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca tonkeana,"NA"
macaca tonkeana,NA,TRUE,macaca,cercopithecidae,primates,mammalia,"Macaca tonkeana, Macaca balantak","Papio hypomelanus, Cynopithecus togeanus, Papio tonsus, NA"
maccullochella peelii,135761,TRUE,maccullochella,percichthyidae,centrarchiformes,actinopteri,Maccullochella peelii,"NA"
maccullochella peelii,135761,TRUE,maccullochella,percichthyidae,centrarchiformes,actinopterygii,Maccullochella peelii,"Maccullochella peelii mariensis, Maccullochella peelii peelii"
macroglossus minimus,29076,TRUE,macroglossus,pteropodidae,chiroptera,mammalia,Macroglossus minimus,"NA"
macroglossus minimus,NA,TRUE,macroglossus,pteropodidae,chiroptera,mammalia,Macroglossus minimus,"NA"
macroglossus sobrinus,326083,TRUE,macroglossus,pteropodidae,chiroptera,mammalia,Macroglossus sobrinus,"NA"
macrognathus aculeatus,138129,TRUE,macrognathus,mastacembelidae,synbranchiformes,actinopteri,Macrognathus aculeatus,"NA"
macronectes giganteus,37057,TRUE,macronectes,procellariidae,procellariiformes,aves,Macronectes giganteus,"NA"
macronycteris commersoni,110941,TRUE,macronycteris,hipposideridae,chiroptera,mammalia,"Hipposideros commersoni, Macronycteris commersoni","NA"
macronycteris commersoni,NA,TRUE,macronycteris,hipposideridae,chiroptera,mammalia,Hipposideros commersonii,"Hipposideros commersoni, Rhinolophus commersonii, Hipposideros commersonii"
macronycteris gigas,584996,TRUE,macronycteris,hipposideridae,chiroptera,mammalia,"Hipposideros gigas, Macronycteris gigas","NA"
macronycteris vittata,2603869,TRUE,macronycteris,hipposideridae,chiroptera,mammalia,Macronycteris vittata,"NA"
macropodus opercularis,158451,TRUE,macropodus,osphronemidae,anabantiformes,actinopteri,Macropodus opercularis,"NA"
macropodus opercularis,158451,TRUE,macropodus,osphronemidae,anabantiformes,actinopterygii,Macropodus opercularis,"Labrus opercularis, Macropodus opercularis opercularis, Macropodus chinensis"
macropus agilis,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,"Macropus agilis, Notamacropus agilis","NA"
macropus dorsalis,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,Notamacropus dorsalis,"NA"
macropus eugenii,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,Notamacropus eugenii,"NA"
macropus fuliginosus,9316,TRUE,macropus,macropodidae,diprotodontia,mammalia,Macropus fuliginosus,"NA"
macropus fuliginosus,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,Macropus fuliginosus,"NA"
macropus giganteus,9317,TRUE,macropus,macropodidae,diprotodontia,mammalia,Macropus giganteus,"NA"
macropus giganteus,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,Macropus giganteus,"NA"
macropus parma,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,"Macropus parma, Notamacropus parma","NA"
macropus parryi,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,Notamacropus parryi,"NA"
macropus robustus,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,"Osphranter robustus, Macropus robustus","NA"
macropus rufogriseus,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,"Notamacropus rufogriseus, Macropus rufogriseus","NA"
macropus rufus,NA,TRUE,macropus,macropodidae,diprotodontia,mammalia,"Osphranter rufus, Macropus rufus","NA"
macroramphosus scolopax,206124,TRUE,macroramphosus,centriscidae,syngnathiformes,actinopteri,Macroramphosus scolopax,"NA"
macrotis lagotis,92651,TRUE,macrotis,peramelidae,peramelemorphia,mammalia,Macrotis lagotis,"NA"
macrotus californicus,9419,TRUE,macrotus,phyllostomidae,chiroptera,mammalia,Macrotus californicus,"NA"
macrotus californicus,NA,TRUE,macrotus,phyllostomidae,chiroptera,mammalia,Macrotus californicus,"NA"
macrourus berglax,473319,TRUE,macrourus,macrouridae,gadiformes,actinopteri,Macrourus berglax,"NA"
madoqua kirkii,66434,TRUE,madoqua,bovidae,artiodactyla,mammalia,Madoqua kirkii,"NA"
madoqua kirkii,NA,TRUE,madoqua,bovidae,cetartiodactyla,mammalia,Madoqua kirkii,"NA"
madoqua saltiana,1027994,TRUE,madoqua,bovidae,artiodactyla,mammalia,Madoqua saltiana,"NA"
madoqua saltiana,NA,TRUE,madoqua,bovidae,cetartiodactyla,mammalia,Madoqua saltiana,Madoqua saltiana
madromys blanfordi,NA,TRUE,madromys,muridae,rodentia,mammalia,"Madromys blanfordi, Cremnomys blanfordi",Cremnomys blanfordi
malacocephalus occidentalis,630739,TRUE,malacocephalus,macrouridae,gadiformes,actinopteri,Malacocephalus occidentalis,"NA"
malacochersus tornieri,286009,TRUE,malacochersus,testudinidae,testudines,NA,Malacochersus tornieri,"NA"
malacomys longipes,112226,TRUE,malacomys,muridae,rodentia,mammalia,Malacomys longipes,"NA"
malacorhynchus membranaceus,45646,TRUE,malacorhynchus,anatidae,anseriformes,aves,Malacorhynchus membranaceus,"NA"
malakichthys elegans,223801,TRUE,malakichthys,acropomatidae,pempheriformes,actinopteri,Malakichthys elegans,"NA"
malayopython reticulatus,1496311,TRUE,malayopython,pythonidae,squamata,lepidosauria,Malayopython reticulatus,"NA"
malayopython timoriensis,51753,TRUE,malayopython,pythonidae,squamata,lepidosauria,Malayopython timoriensis,"NA"
malurus cyaneus,55807,TRUE,malurus,maluridae,passeriformes,aves,Malurus cyaneus,"NA"
mandrillus leucophaeus,9568,TRUE,mandrillus,cercopithecidae,primates,mammalia,Mandrillus leucophaeus,"NA"
mandrillus leucophaeus,NA,TRUE,mandrillus,cercopithecidae,primates,mammalia,Mandrillus leucophaeus,"NA"
mandrillus sphinx,9561,TRUE,mandrillus,cercopithecidae,primates,mammalia,Mandrillus sphinx,"NA"
mandrillus sphinx,NA,TRUE,mandrillus,cercopithecidae,primates,mammalia,Mandrillus sphinx,"Maimon burlacei, Mandrillus escherichi, Mandrillus hagenbecki, Mandrillus insularis, Simia latidens, Simia madarogaster, Simia maimon, Simia mormon, Simia pennanti, Papio planirostris, Mandrillus schreberi, Simia suilla, Mandrillus tessmanni, Mandrillus zenkeri, Mandrillus zenkeri ebolowae"
manis javanica,9974,TRUE,manis,manidae,pholidota,mammalia,Manis javanica,"NA"
manorina melanocephala,44314,TRUE,manorina,meliphagidae,passeriformes,aves,Manorina melanocephala,"NA"
mareca americana,75832,TRUE,mareca,anatidae,anseriformes,aves,"Anas americana, Mareca americana","Mareca americana, NA"
mareca falcata,75844,TRUE,mareca,anatidae,anseriformes,aves,"Mareca falcata, Anas falcata","NA"
mareca penelope,8838,TRUE,mareca,anatidae,anseriformes,aves,"Anas penelope, Mareca penelope","NA"
mareca sibilatrix,75858,TRUE,mareca,anatidae,anseriformes,aves,Mareca sibilatrix,"NA"
mareca strepera,75861,TRUE,mareca,anatidae,anseriformes,aves,"Mareca strepera, Anas strepera","NA"
marmaronetta angustirostris,75875,TRUE,marmaronetta,anatidae,anseriformes,aves,Marmaronetta angustirostris,Anas angustirostris
marmosa demerarae,42719,TRUE,marmosa,didelphidae,didelphimorphia,mammalia,Micoureus demerarae,"NA"
marmosa demerarae,NA,TRUE,marmosa,didelphidae,didelphimorphia,mammalia,Micoureus demerarae,"NA"
marmosa murina,126295,TRUE,marmosa,didelphidae,didelphimorphia,mammalia,Marmosa murina,"NA"
marmosa murina,NA,TRUE,marmosa,didelphidae,didelphimorphia,mammalia,Marmosa murina,"NA"
marmosa paraguayana,225729,TRUE,marmosa,didelphidae,didelphimorphia,mammalia,Marmosa paraguayana,"NA"
marmosa robinsoni,91496,TRUE,marmosa,didelphidae,didelphimorphia,mammalia,Marmosa robinsoni,"NA"
marmosa robinsoni,NA,TRUE,marmosa,didelphidae,didelphimorphia,mammalia,Marmosa robinsoni,"NA"
marmosets,38020,TRUE,marmosets,NA,primates,mammalia,marmosets,"NA"
marmosets,38020,TRUE,NA,NA,primates,mammalia,marmosets,"NA"
marmosops parvidens,126298,TRUE,marmosops,didelphidae,didelphimorphia,mammalia,Marmosops parvidens,"NA"
marmosops parvidens,NA,TRUE,marmosops,didelphidae,didelphimorphia,mammalia,Marmosops parvidens,"NA"
marmota caudata,71802,TRUE,marmota,sciuridae,rodentia,mammalia,Marmota caudata,"NA"
marmota caudata,NA,TRUE,marmota,sciuridae,rodentia,mammalia,Marmota caudata,"NA"
marmota flaviventris,93162,TRUE,marmota,sciuridae,rodentia,mammalia,Marmota flaviventris,"NA"
marmota flaviventris,NA,TRUE,marmota,sciuridae,rodentia,mammalia,Marmota flaviventris,"NA"
marmota himalayana,93163,TRUE,marmota,sciuridae,rodentia,mammalia,Marmota himalayana,"NA"
marmota monax,9995,TRUE,marmota,sciuridae,rodentia,mammalia,Marmota monax,"NA"
marmota monax,NA,TRUE,marmota,sciuridae,rodentia,mammalia,Marmota monax,"NA"
martes americana,9660,TRUE,martes,mustelidae,carnivora,mammalia,Martes americana,"NA"
martes foina,9659,TRUE,martes,mustelidae,carnivora,mammalia,Martes foina,"NA"
martes foina,NA,TRUE,martes,mustelidae,carnivora,mammalia,Martes foina,"NA"
martes martes,29065,TRUE,martes,mustelidae,carnivora,mammalia,Martes martes,"NA"
martes martes,NA,TRUE,martes,mustelidae,carnivora,mammalia,Martes martes,"NA"
