Pathogen
haliotrema chrysotaeniae
neoparacryptogonimus ovatus
siphoderina territans
siphoderina jactus
siphoderina quasispina
spirocamallanus istiblenni
alteromonas macleodii
bacillus infantis
enterococcus hirae
euryhaliotrema perezponcei
haliotrematoides guttati
haliotrematoides plectridium
haliotrematoides spinatus
pseudoalteromonas spongiae
psychrobacter maritimus
shewanella baltica
shewanella haliotis
shewanella xiamenensis
staphylococcus saprophyticus
vibrio campbellii
vibrio communis
vibrio hepatarius
vibrio sinaloensis
contracaecum muraenesoxi
siphoderina infirma
retrovarium gardneri
siphoderina virga
heteronchocleidus buschkieli
stephanostomum interruptum
caecincola parvulus
neobenedenia melleni
prodistomum keyam
carnobacterium maltaromaticum
opecoeloides furcatus
poracanthium furcatum
sundanonchus behuri
preptetos laguncula
affecauda annulata
dioncopseudobenedenia kala
hapladena nasonis
neoparacardicola nasonis
preptetos caballeroi
adlardia novaecaledoniae
philometra nemipteri
eimeria daviesae
clostridium botulinum
myzoxenus insolens
preptetos trulla
nippotaenia mogurndae
miamiensis avidus
atrispinum acarne
lamellodiscus drummondi
lamellodiscus virgula
anisakis ziphidarum
lamellodiscus obeliae
choricotyle chrysophrii
microcotyle erythrini
philometra madai
aeromonas enteropelogenes
sinodiplectanotrema malayanum
philometra sciaenae
otobothrium cysticum
chryseobacterium indologenes
ancyrocephalus percae
apatemon annuligerum
dermocystidium percae
eimeria percae
epizootic haematopoietic necrosis virus
gyrodactylus luciopercae
ichthyocotylurus erraticus
perch perhabdovirus
proteocephalus percae
pseudomonas chlororaphis
sea trout perhabdovirus
multitestis magnacetabulum
neomultitestis aspidogastriformis
holorchis gigas
beluesca littlewoodi
beluesca longicolla
gynichthys diakidnus
siphoderina grunnitus
pacificreadium serrani
pearsonellum corventum
prosorhynchus freitasi
pseudolacistorhynchus heroniensis
stephanostomum adlardi
antorchis pomacanthi
neopreptetos arusettae
paragyliauchen arusettae
gyrodactylus gondae
gyrodactylus branchialis
gyrodactylus micropsi
gyrodactylus rugiensis
gyrodactylus rugiensoides
gyrodactylus arcuatoides
petalocotyle adenometra
heteronybelinia yamagutii
parabothriocephalus segmentatus
paraechinophallus japonicus
encotyllabe caranxi
provitellus turrum
mycobacterium angelicum
choricotyle australiensis
goussia desseri
walleye dermal sarcoma virus
walleye epidermal hyperplasia virus 1
walleye epidermal hyperplasia virus 2
cichlidogyrus acerbus
gyrodactylus ergensi
scutogyrus bailloni
lamellodiscus ignoratus
robphildollfusium fractum
braya jexi
braya psittacus
pseudomegasolena ishigakiense
shewanella algae
siphodera vinaledwardsii
vibrio splendidus
didymozoon scombri
grubea cochlear
kuhnia scombri
lecithocladium excisum
callitetrarhynchus gracilis
gotocotyla bivaginalis
gotocotyla secunda
grillotiella exilis
plerurus digitatus
pricea multae
philometra sawara
bacciger lesteri
grimontia hollisae
paradeontacylix balearicus
paradeontacylix grandispinus
paradeontacylix ibericus
paradeontacylix kampachi
benedenia seriolae
zeuxapta seriolae
paradeontacylix godfreyi
microsporidium seriolae
philometroides seriolae
stenotrophomonas maltophilia
yellowtail ascites virus
shewanella halifaxensis
phthinomita adlardi
phthinomita jonesi
phthinomita robertsthomsoni
cardicola watsonensis
phthinomita hallae
phthinomita littlewoodi
phthinomita sasali
pseudohaliotrema sphincteroporus
ankistromeces dunwichensis
ankistromeces olsoni
cardicola lafii
cardicola parilus
cardicola tantabiddii
hysterolecithoides guangdongensis
procamallanus sigani
tetrancistrum nebulosi
candida humilis
atractotrema sigani
cardicola bartolii
phthinomita symplocos
cardicola coeptus
cardicola covacinae
phthinomita ingramae
phthinomita brooksi
polylabris sillaginae
austroholorchis sprenti
arsenicicoccus piscis
ancyrocephalus mogurndae
benedenia acanthopagri
monorchis monorchis
vibrio tapetis
gaevskajatrema perezi
helicometra fasciata
retrovarium amplorificium
retrovarium exiguiformosum
retrovarium formosum
retrovarium planum
retrovarium snyderi
retrovarium valdeparvum
hepatoxylon trichiuri
heterosphyriocephalus oheolumiae
protogyrodactylus amacleithrium
protogyrodactylus johnstonettiegsi
deretrema nahaense
hexostoma thynni
nasicola klawei
arenibacter latericius
cardicola forsteri
cardicola orientalis
idiomarina loihiensis
joostella marina
pseudidiomarina homiensis
pseudoalteromonas ruthenica
tenacibaculum aiptasiae
tenacibaculum discolor
tenacibaculum gallaicum
tenacibaculum mesophilum
winogradskyella eximia
winogradskyella thalassocola
capsala onchidiocotyle
molicola thyristes
lobatostoma manteri
neolepocreadium caballeroi
clavogalea trachinoti
pyragraphorus hollisae
shewanella pneumatophori
cemocotyle trachuri
gastrocotyle trachuri
pseudaxine trachuri
copiatestes filiferus
ancylocoelium typicum
tergestia laticollis
prosorhynchus serrani
pseudomonas fragi
tristoma coccineum
tristoma integrum
schistorchis zancli
neohexangitrema zebrasomatis
gyrodactylus perlucidus
hysterothylacium auctum
vibrio aestuarianus
pseudomonas baetica
derogenes varicus
pleistophora hippoglossoideos
salmon pancreas disease virus
entobdella hippoglossi
trypanosoma murmanensis
entobdella stenolepis
hirame rhabdovirus
steringophorus furciger
neoheterobothrium affine
margolisianum bulbosum
philometra overstreeti
philometroides paralichthydis
neoheterobothrium hirame
pseudocohnilembus hargisi
pseudocohnilembus persalinus
streptococcus parauberis
tiger puffer nervous necrosis virus
vibrio scophthalmi
didymobothrium rudolphii
gyrodactylus flesi
gyrodactylus robustus
glugea stephani
arthrobacter rhombi
bothitrema bothi
aquareovirus e
chryseobacterium scophthalmum
enterococcus faecium
enterovibrio norvegicus
serratia liquefaciens
tetramicra brevifilum
uronema marinum
vibrio lentus
vibrio pelagius
vibrio tasmaniensis
