Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Rank of Last Change,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
705,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus P100,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900261
706,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus WIL1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906980
707,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Okubovirus,,Bacillus virus Camphawk,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900267
708,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Okubovirus,,Bacillus virus SPO1,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900268
709,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Siminovitchvirus,,Bacillus virus CP51,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900425
710,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Siminovitchvirus,,Bacillus virus JL,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900426
711,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Siminovitchvirus,,Bacillus virus Shanette,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900427
712,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Baoshanvirus,,Staphylococcus virus BS1,0,dsDNA,species,"New,",35,2019.043B.zip,ICTVonline=201907732
713,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Baoshanvirus,,Staphylococcus virus BS2,1,dsDNA,species,"New,",35,2019.043B.zip,ICTVonline=201907731
714,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Harbinvirus,,Lactobacillus virus Bacchae,0,dsDNA,species,"New,",35,2019.013B.zip,ICTVonline=201907402
715,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Harbinvirus,,Lactobacillus virus Bromius,0,dsDNA,species,"New,",35,2019.013B.zip,ICTVonline=201907401
716,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Harbinvirus,,Lactobacillus virus Iacchus,0,dsDNA,species,"New,",35,2019.013B.zip,ICTVonline=201907403
717,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Harbinvirus,,Lactobacillus virus Lpa804,1,dsDNA,species,"New,",35,2019.013B.zip,ICTVonline=201907400
718,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Harbinvirus,,Lactobacillus virus Semele,0,dsDNA,species,"New,",35,2019.013B.zip,ICTVonline=201907404
719,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus G1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900249
720,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus G15,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900250
721,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus JD7,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900251
722,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus K,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900252
723,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus MCE2014,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900253
724,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus P108,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900254
725,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus Rodi,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900255
726,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus S253,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900256
727,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus S25-4,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900257
728,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus SA12,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900258
729,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus Sb1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906982
730,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Sciuriunavirus,,Staphylococcus virus SscM1,1,dsDNA,species,"New,",35,2019.088B.zip,ICTVonline=201908033
731,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Sepunavirus,,Staphylococcus virus IPLAC1C,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900505
732,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Sepunavirus,,Staphylococcus virus SEP1,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900506
733,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Silviavirus,,Staphylococcus virus Remus,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900263
734,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Silviavirus,,Staphylococcus virus SA11,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900264
735,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Silviavirus,,Staphylococcus virus Stau2,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900265
736,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Twortvirus,,Staphylococcus virus Twort,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900273
737,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,,,,Brochothrix virus A9,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906983
738,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,,,,Lactobacillus virus Lb338-1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900276
739,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,,,,Lactobacillus virus LP65,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900277
740,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Eucampyvirinae,Firehammervirus,,Campylobacter virus CP21,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900194
741,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Eucampyvirinae,Firehammervirus,,Campylobacter virus CP220,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900195
742,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Eucampyvirinae,Firehammervirus,,Campylobacter virus CPt10,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900196
743,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Eucampyvirinae,Firehammervirus,,Campylobacter virus IBB35,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900197
744,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Eucampyvirinae,Fletchervirus,,Campylobacter virus CP81,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900199
745,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Eucampyvirinae,Fletchervirus,,Campylobacter virus CP30A,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900200
746,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Eucampyvirinae,Fletchervirus,,Campylobacter virus CPX,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900201
747,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Eucampyvirinae,Fletchervirus,,Campylobacter virus Los1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906998
748,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Eucampyvirinae,Fletchervirus,,Campylobacter virus NCTC12673,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900202
749,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Escherichia virus Alf5,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907010
750,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Escherichia virus AYO145A,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900208
751,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Escherichia virus EC6,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900209
752,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Escherichia virus HY02,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900210
753,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Escherichia virus JH2,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900211
754,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Escherichia virus TP1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900212
755,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Escherichia virus VpaE1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900213
756,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Escherichia virus wV8,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900214
757,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Salmonella virus BPS15Q2,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907009
758,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Salmonella virus BPS17L1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907007
759,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Salmonella virus BPS17W1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907006
760,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Salmonella virus FelixO1,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900215
761,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Salmonella virus Mushroom,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900217
762,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Salmonella virus Si3,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907008
763,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Salmonella virus SP116,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906902
764,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Felixounavirus,,Salmonella virus UAB87,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900218
765,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Kolesnikvirus,,Erwinia virus Ea214,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900205
766,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Kolesnikvirus,,Erwinia virus M7,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900206
767,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Mooglevirus,,Citrobacter virus Moogle,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900220
768,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Mooglevirus,,Citrobacter virus Mordin,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900221
769,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Mooglevirus,,Shigella virus Sf13,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907011
770,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Mooglevirus,,Shigella virus Sf14,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907012
771,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Mooglevirus,,Shigella virus Sf17,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907013
772,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Suspvirus,,Escherichia virus SUSP1,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900223
773,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Ounavirinae,Suspvirus,,Escherichia virus SUSP2,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900224
774,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Aresaunavirus,,Ralstonia virus RSA1,1,dsDNA,species,"Moved,Assigned as Type Species,",35,2019.073B.zip,ICTVonline=201900242
775,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Aresaunavirus,,Ralstonia virus RSY1,0,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907982
776,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Baylorvirus,,Mannheimia virus 1127AP1,0,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907975
777,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Baylorvirus,,Mannheimia virus PHL101,1,dsDNA,species,"Moved,Assigned as Type Species,",35,2019.073B.zip,ICTVonline=201900240
778,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Bielevirus,,Aeromonas virus phiO18P,1,dsDNA,species,"Moved,Assigned as Type Species,",35,2019.073B.zip,ICTVonline=201900227
779,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Canoevirus,,Vibrio virus Canoe,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907970
780,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Catalunyavirus,,Pseudoalteromonas virus C5a,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907946
781,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Citexvirus,,Pseudomonas virus Dobby,0,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907962
782,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Citexvirus,,Pseudomonas virus phiCTX,1,dsDNA,species,"Moved,Assigned as Type Species,",35,2019.073B.zip,ICTVonline=201900241
783,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Eganvirus,,Erwinia virus EtG,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907973
784,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Eganvirus,,Escherichia virus 186,0,dsDNA,species,"Moved,",35,2019.073B.zip,ICTVonline=201900237
785,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Eganvirus,,Salmonella virus PsP3,0,dsDNA,species,"Moved,",35,2019.073B.zip,ICTVonline=201900244
786,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Eganvirus,,Salmonella virus SEN1,0,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907972
787,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Entnonagintavirus,,Erwinia virus ENT90,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907950
788,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Felsduovirus,,Klebsiella virus 4LV2017,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907956
789,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Felsduovirus,,Salmonella virus Fels2,0,dsDNA,species,"Moved,",35,2019.073B.zip,ICTVonline=201900243
790,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Felsduovirus,,Salmonella virus RE2010,0,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907957
791,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Felsduovirus,,Salmonella virus SEN8,0,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907958
792,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Felsduovirus,,Salmonella virus SopEphi,0,dsDNA,species,"Moved,",35,2019.073B.zip,ICTVonline=201900245
793,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Hpunavirus,,Haemophilus virus HP1,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900228
794,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Hpunavirus,,Haemophilus virus HP2,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900229
795,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Hpunavirus,,Vibrio virus Kappa,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900232
796,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Irtavirus,,Pasteurella virus F108,1,dsDNA,species,"Moved,Assigned as Type Species,",35,2019.073B.zip,ICTVonline=201900230
797,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Kisquattuordecimvirus,,Burkholderia virus KS14,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907964
798,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Kisquinquevirus,,Burkholderia virus AP3,0,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907980
799,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Kisquinquevirus,,Burkholderia virus KS5,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907979
800,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Longwoodvirus,,Vibrio virus K139,1,dsDNA,species,"Moved,Assigned as Type Species,",35,2019.073B.zip,ICTVonline=201900231
801,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Nampongvirus,,Burkholderia virus ST79,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907968
802,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Peduovirus,,Escherichia virus fiAA91ss,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907028
803,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Peduovirus,,Escherichia virus P2,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900238
804,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Peduovirus,,Escherichia virus pro147,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907029
805,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Peduovirus,,Escherichia virus pro483,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201907030
806,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Peduovirus,,Escherichia virus Wphi,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900239
807,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Peduovirus,,Yersinia virus L413C,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900246
808,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Phitrevirus,,Pseudomonas virus phi3,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907948
809,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Playavirus,,Salinivibrio virus SMHB1,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907941
810,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Reginaelenavirus,,Klebsiella virus 3LV2017,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907954
811,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Senquatrovirus,,Salmonella virus SEN4,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907960
812,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Seongnamvirus,,Cronobacter virus ESSI2,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907944
813,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Simpcentumvirus,,Stenotrophomonas virus Smp131,1,dsDNA,species,"New,",35,2019.073B.zip,ICTVonline=201907966
814,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Myoviridae,Peduovirinae,Stockinghallvirus,,Salmonella virus FSLSP004,1,dsDNA,species,"Moved,Assigned as Type Species,",35,2019.073B.zip,ICTVonline=201907031
